respondiente_id,pregunta_id,pregunta,respuesta,genero,edad_rango,localidad_residencia
NNA009,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Con más cultura,Mujer,12 a 14,RENGO URBANO
NNA009,P38,¿Qué espacios nuevos te gustaría tener cerca?,Cafeterías o cines,Mujer,12 a 14,RENGO URBANO
NNA009,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Voluntariado,Mujer,12 a 14,RENGO URBANO
NNA009,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Mujer,12 a 14,RENGO URBANO
NNA009,P41,¿Cómo imaginas tu barrio ideal?,Moderno,Mujer,12 a 14,RENGO URBANO
NNA009,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Medioambiente,Mujer,12 a 14,RENGO URBANO
NNA009,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Apoyar proyectos escolares,Mujer,12 a 14,RENGO URBANO
NNA009,P45,¿Te gustaría participar en proyectos comunales?,Sí,Mujer,12 a 14,RENGO URBANO
NNA009,P45,¿Te gustaría participar en proyectos comunales?,en mi barrio,Mujer,12 a 14,RENGO URBANO
NNA009,P46,¿Qué sueño tienes para Rengo en 10 años?,Más moderno,Mujer,12 a 14,RENGO URBANO
NNA010,P00,Marca temporal,2025-10-23 18:51:33.872000,Hombre,14 a 18,CHANQUEAHUE
NNA010,P01,Nombre Completo,Maximo Andrez Guerra Mendez,Hombre,14 a 18,CHANQUEAHUE
NNA010,P02,Género,Hombre,Hombre,14 a 18,CHANQUEAHUE
NNA010,P03,Seleccione su Rango de edad,14 a 18,Hombre,14 a 18,CHANQUEAHUE
NNA010,P04,¿En qué sector o localidad de Rengo resides actualmente?,CHANQUEAHUE,Hombre,14 a 18,CHANQUEAHUE
NNA010,P05,Sector/Barrio/Villa donde vives:  ,San Pablo segundo,Hombre,14 a 18,CHANQUEAHUE
NNA010,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Bicentenario Oriente,Hombre,14 a 18,CHANQUEAHUE
NNA010,P07,¿Cómo describirías el sentido de identidad local en Rengo?,No lo sé,Hombre,14 a 18,CHANQUEAHUE
NNA010,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",No,Hombre,14 a 18,CHANQUEAHUE
NNA010,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Salud y bienestar,Hombre,14 a 18,CHANQUEAHUE
NNA010,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Cultura,Hombre,14 a 18,CHANQUEAHUE
NNA010,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),deporte y recreación,Hombre,14 a 18,CHANQUEAHUE
NNA010,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Medio ambiente y sustentabilidad,Hombre,14 a 18,CHANQUEAHUE
NNA010,P10,¿Compartes con tus vecinos en actividades recreativas?,No,Hombre,14 a 18,CHANQUEAHUE
NNA010,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,"Sí, varias veces",Hombre,14 a 18,CHANQUEAHUE
NNA010,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Peleas físicas,Hombre,14 a 18,CHANQUEAHUE
NNA010,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,No sabría a quién acudir,Hombre,14 a 18,CHANQUEAHUE
NNA010,P14,¿Te sientes seguro/a al caminar por tu barrio?,Muy seguro/a,Hombre,14 a 18,CHANQUEAHUE
NNA010,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Nada,Hombre,14 a 18,CHANQUEAHUE
NNA010,P16,¿Cómo llegas al colegio o liceo?,En transporte escolar,Hombre,14 a 18,CHANQUEAHUE
NNA010,P17,¿Te sientes seguro/a en tu barrio?,Muy seguro/a,Hombre,14 a 18,CHANQUEAHUE
NNA010,P18,¿Qué lugares visitas más en tu comuna?,Casa de amigos/as,Hombre,14 a 18,CHANQUEAHUE
NNA010,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Mis amigos/as,Hombre,14 a 18,CHANQUEAHUE
NNA010,P20,¿Qué problemas o cosas negativas notas donde vives?,Basura o contaminación,Hombre,14 a 18,CHANQUEAHUE
NNA010,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Sucio,Hombre,14 a 18,CHANQUEAHUE
NNA010,P22,¿Participas en actividades del municipio o tu colegio?,Rara vez,Hombre,14 a 18,CHANQUEAHUE
NNA010,P23,¿Dónde te gusta pasar tu tiempo libre?,En la plaza o parque,Hombre,14 a 18,CHANQUEAHUE
NNA010,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Hombre,14 a 18,CHANQUEAHUE
NNA010,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,3.0,Hombre,14 a 18,CHANQUEAHUE
NNA010,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,No lo recuerdo,Hombre,14 a 18,CHANQUEAHUE
NNA010,P27,¿Dónde jugabas cuando eras pequeño/a?,En la calle,Hombre,14 a 18,CHANQUEAHUE
NNA010,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con amigos/as,Hombre,14 a 18,CHANQUEAHUE
NNA010,P29,¿Qué cosas te hacían feliz antes?,Juegos,Hombre,14 a 18,CHANQUEAHUE
NNA010,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Basura,Hombre,14 a 18,CHANQUEAHUE
NNA010,P31,¿Participabas en actividades escolares o municipales?,A veces,Hombre,14 a 18,CHANQUEAHUE
NNA010,P32,¿Qué lugares de Rengo te gustaban más antes?,Plazas,Hombre,14 a 18,CHANQUEAHUE
NNA010,P33,¿Qué cambios has notado desde entonces?,Menos áreas verdes,Hombre,14 a 18,CHANQUEAHUE
NNA010,P34,¿Crees que tu barrio cambió para mejor o peor?,Igual,Hombre,14 a 18,CHANQUEAHUE
NNA010,P35,¿Qué recuerdos bonitos guardas de antes?,Juegos con amigos/as,Hombre,14 a 18,CHANQUEAHUE
NNA010,P36,¿Qué sientes al ver esta imagen?,"La seguridad, más actividades y áreas verdes",Hombre,14 a 18,CHANQUEAHUE
NNA010,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más verde y ecológica,Hombre,14 a 18,CHANQUEAHUE
NNA010,P38,¿Qué espacios nuevos te gustaría tener cerca?,Cafeterías o cines,Hombre,14 a 18,CHANQUEAHUE
NNA010,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Deportes,Hombre,14 a 18,CHANQUEAHUE
NNA010,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Hombre,14 a 18,CHANQUEAHUE
NNA010,P41,¿Cómo imaginas tu barrio ideal?,Moderno,Hombre,14 a 18,CHANQUEAHUE
NNA010,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Deportes,Hombre,14 a 18,CHANQUEAHUE
NNA010,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Hombre,14 a 18,CHANQUEAHUE
NNA010,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?",No sabría responder,Hombre,14 a 18,CHANQUEAHUE
NNA010,P45,¿Te gustaría participar en proyectos comunales?,Sí,Hombre,14 a 18,CHANQUEAHUE
NNA010,P45,¿Te gustaría participar en proyectos comunales?,en mi barrio,Hombre,14 a 18,CHANQUEAHUE
NNA010,P46,¿Qué sueño tienes para Rengo en 10 años?,Más moderno,Hombre,14 a 18,CHANQUEAHUE
NNA011,P00,Marca temporal,2025-10-27 17:51:24.326000,Hombre,14 a 18,CHANQUEAHUE
NNA011,P01,Nombre Completo,Javier Hidalgo barrera,Hombre,14 a 18,CHANQUEAHUE
NNA011,P02,Género,Hombre,Hombre,14 a 18,CHANQUEAHUE
NNA011,P03,Seleccione su Rango de edad,14 a 18,Hombre,14 a 18,CHANQUEAHUE
NNA011,P04,¿En qué sector o localidad de Rengo resides actualmente?,CHANQUEAHUE,Hombre,14 a 18,CHANQUEAHUE
NNA011,P05,Sector/Barrio/Villa donde vives:  ,Pablo segundo,Hombre,14 a 18,CHANQUEAHUE
NNA011,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Luis Urbina Flores,Hombre,14 a 18,CHANQUEAHUE
NNA011,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Débil,Hombre,14 a 18,CHANQUEAHUE
NNA011,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Sí,Hombre,14 a 18,CHANQUEAHUE
NNA011,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Salud y bienestar,Hombre,14 a 18,CHANQUEAHUE
NNA011,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Infraestructura y conectividad,Hombre,14 a 18,CHANQUEAHUE
NNA011,P10,¿Compartes con tus vecinos en actividades recreativas?,Rara vez,Hombre,14 a 18,CHANQUEAHUE
NNA011,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Rara vez,Hombre,14 a 18,CHANQUEAHUE
NNA011,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Burlas o acoso verbal,Hombre,14 a 18,CHANQUEAHUE
NNA011,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Profesor/a o inspector/a,Hombre,14 a 18,CHANQUEAHUE
NNA011,P14,¿Te sientes seguro/a al caminar por tu barrio?,Muy seguro/a,Hombre,14 a 18,CHANQUEAHUE
NNA011,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Falta de iluminación,Hombre,14 a 18,CHANQUEAHUE
NNA011,P16,¿Cómo llegas al colegio o liceo?,En micro,Hombre,14 a 18,CHANQUEAHUE
NNA011,P17,¿Te sientes seguro/a en tu barrio?,Muy seguro/a,Hombre,14 a 18,CHANQUEAHUE
NNA011,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Hombre,14 a 18,CHANQUEAHUE
NNA011,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,La naturaleza,Hombre,14 a 18,CHANQUEAHUE
NNA011,P20,¿Qué problemas o cosas negativas notas donde vives?,Falta de actividades,Hombre,14 a 18,CHANQUEAHUE
NNA011,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Hombre,14 a 18,CHANQUEAHUE
NNA011,P22,¿Participas en actividades del municipio o tu colegio?,A veces,Hombre,14 a 18,CHANQUEAHUE
NNA011,P23,¿Dónde te gusta pasar tu tiempo libre?,En casa,Hombre,14 a 18,CHANQUEAHUE
NNA011,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Hombre,14 a 18,CHANQUEAHUE
NNA011,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,2.0,Hombre,14 a 18,CHANQUEAHUE
NNA011,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Hombre,14 a 18,CHANQUEAHUE
NNA011,P27,¿Dónde jugabas cuando eras pequeño/a?,En la calle,Hombre,14 a 18,CHANQUEAHUE
NNA011,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con familia,Hombre,14 a 18,CHANQUEAHUE
NNA011,P29,¿Qué cosas te hacían feliz antes?,Familia,Hombre,14 a 18,CHANQUEAHUE
NNA011,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Basura,Hombre,14 a 18,CHANQUEAHUE
NNA011,P31,¿Participabas en actividades escolares o municipales?,A veces,Hombre,14 a 18,CHANQUEAHUE
NNA011,P32,¿Qué lugares de Rengo te gustaban más antes?,Parques,Hombre,14 a 18,CHANQUEAHUE
NNA011,P33,¿Qué cambios has notado desde entonces?,Más casas,Hombre,14 a 18,CHANQUEAHUE
NNA011,P34,¿Crees que tu barrio cambió para mejor o peor?,Para peor,Hombre,14 a 18,CHANQUEAHUE
NNA011,P35,¿Qué recuerdos bonitos guardas de antes?,Familia,Hombre,14 a 18,CHANQUEAHUE
NNA011,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Con más tecnología,Hombre,14 a 18,CHANQUEAHUE
NNA011,P38,¿Qué espacios nuevos te gustaría tener cerca?,Plazas,Hombre,14 a 18,CHANQUEAHUE
NNA011,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Medioambiente,Hombre,14 a 18,CHANQUEAHUE
NNA011,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Hombre,14 a 18,CHANQUEAHUE
NNA011,P41,¿Cómo imaginas tu barrio ideal?,Moderno,Hombre,14 a 18,CHANQUEAHUE
NNA011,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Deportes,Hombre,14 a 18,CHANQUEAHUE
NNA011,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Hombre,14 a 18,CHANQUEAHUE
NNA011,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?",Modernizar,Hombre,14 a 18,CHANQUEAHUE
NNA011,P45,¿Te gustaría participar en proyectos comunales?,Sí,Hombre,14 a 18,CHANQUEAHUE
NNA011,P45,¿Te gustaría participar en proyectos comunales?,en mi colegio,Hombre,14 a 18,CHANQUEAHUE
NNA011,P46,¿Qué sueño tienes para Rengo en 10 años?,Más verde,Hombre,14 a 18,CHANQUEAHUE
NNA012,P00,Marca temporal,2025-10-28 09:40:47.798000,Mujer,14 a 18,RENGO URBANO
NNA012,P01,Nombre Completo,Maura becerra,Mujer,14 a 18,RENGO URBANO
NNA012,P02,Género,Mujer,Mujer,14 a 18,RENGO URBANO
NNA012,P03,Seleccione su Rango de edad,14 a 18,Mujer,14 a 18,RENGO URBANO
NNA012,P04,¿En qué sector o localidad de Rengo resides actualmente?,RENGO URBANO,Mujer,14 a 18,RENGO URBANO
NNA012,P05,Sector/Barrio/Villa donde vives:  ,Santa Ana,Mujer,14 a 18,RENGO URBANO
NNA012,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Luis Urbina Flores,Mujer,14 a 18,RENGO URBANO
NNA012,P07,¿Cómo describirías el sentido de identidad local en Rengo?,No lo sé,Mujer,14 a 18,RENGO URBANO
NNA012,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Rara Vez,Mujer,14 a 18,RENGO URBANO
NNA012,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Salud y bienestar,Mujer,14 a 18,RENGO URBANO
NNA012,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Seguridad pública y orden,Mujer,14 a 18,RENGO URBANO
NNA012,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Empleo y desarrollo económico,Mujer,14 a 18,RENGO URBANO
NNA012,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Inclusión social y equidad de género,Mujer,14 a 18,RENGO URBANO
NNA012,P10,¿Compartes con tus vecinos en actividades recreativas?,No,Mujer,14 a 18,RENGO URBANO
NNA012,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Rara vez,Mujer,14 a 18,RENGO URBANO
NNA012,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Aislamiento o exclusión,Mujer,14 a 18,RENGO URBANO
NNA012,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Amigos/as,Mujer,14 a 18,RENGO URBANO
NNA012,P14,¿Te sientes seguro/a al caminar por tu barrio?,Muy seguro/a,Mujer,14 a 18,RENGO URBANO
NNA012,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Consumo de alcohol o drogas,Mujer,14 a 18,RENGO URBANO
NNA012,P16,¿Cómo llegas al colegio o liceo?,A pie,Mujer,14 a 18,RENGO URBANO
NNA012,P17,¿Te sientes seguro/a en tu barrio?,Muy seguro/a,Mujer,14 a 18,RENGO URBANO
NNA012,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Mujer,14 a 18,RENGO URBANO
NNA012,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Mis amigos/as,Mujer,14 a 18,RENGO URBANO
NNA012,P20,¿Qué problemas o cosas negativas notas donde vives?,Pocas áreas verdes,Mujer,14 a 18,RENGO URBANO
NNA012,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Mujer,14 a 18,RENGO URBANO
NNA012,P22,¿Participas en actividades del municipio o tu colegio?,"Sí, frecuentemente",Mujer,14 a 18,RENGO URBANO
NNA012,P23,¿Dónde te gusta pasar tu tiempo libre?,En la casa de amigos/as,Mujer,14 a 18,RENGO URBANO
NNA012,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Mujer,14 a 18,RENGO URBANO
NNA012,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,2.0,Mujer,14 a 18,RENGO URBANO
NNA012,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Mujer,14 a 18,RENGO URBANO
NNA012,P27,¿Dónde jugabas cuando eras pequeño/a?,En la plaza,Mujer,14 a 18,RENGO URBANO
NNA012,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con familia,Mujer,14 a 18,RENGO URBANO
NNA012,P29,¿Qué cosas te hacían feliz antes?,Mascotas,Mujer,14 a 18,RENGO URBANO
NNA012,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Peleas o discusiones,Mujer,14 a 18,RENGO URBANO
NNA012,P31,¿Participabas en actividades escolares o municipales?,A veces,Mujer,14 a 18,RENGO URBANO
NNA012,P32,¿Qué lugares de Rengo te gustaban más antes?,Escuela,Mujer,14 a 18,RENGO URBANO
NNA012,P33,¿Qué cambios has notado desde entonces?,Más casas,Mujer,14 a 18,RENGO URBANO
NNA012,P34,¿Crees que tu barrio cambió para mejor o peor?,Igual,Mujer,14 a 18,RENGO URBANO
NNA012,P35,¿Qué recuerdos bonitos guardas de antes?,Familia,Mujer,14 a 18,RENGO URBANO
NNA012,P36,¿Qué sientes al ver esta imagen?,"Una ciudad tranquila y pacífica,bonita área verde y en general algo ""perfecto""",Mujer,14 a 18,RENGO URBANO
NNA012,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más verde y ecológica,Mujer,14 a 18,RENGO URBANO
NNA012,P38,¿Qué espacios nuevos te gustaría tener cerca?,Cafeterías o cines,Mujer,14 a 18,RENGO URBANO
NNA012,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Más actividades como que hayan en plazas o juegos de mesa en algunos lugares para jugar como en la biblioteca o general,Mujer,14 a 18,RENGO URBANO
NNA012,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Mujer,14 a 18,RENGO URBANO
NNA012,P41,¿Cómo imaginas tu barrio ideal?,Limpio,Mujer,14 a 18,RENGO URBANO
NNA012,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Inclusión,Mujer,14 a 18,RENGO URBANO
NNA012,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Mujer,14 a 18,RENGO URBANO
NNA012,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?","La verdad creo que se ha mejorado todo en general con el nuevo alcalde,de áreas verdes seguridad etc,pero también sería bueno que el gimnasio municipa",Mujer,14 a 18,RENGO URBANO
NNA012,P45,¿Te gustaría participar en proyectos comunales?,Sí,Mujer,14 a 18,RENGO URBANO
NNA012,P45,¿Te gustaría participar en proyectos comunales?,en mi colegio,Mujer,14 a 18,RENGO URBANO
NNA012,P46,¿Qué sueño tienes para Rengo en 10 años?,Más justo,Mujer,14 a 18,RENGO URBANO
NNA013,P00,Marca temporal,2025-10-28 12:37:20.310000,Mujer,14 a 18,LO DE LOBO
NNA013,P01,Nombre Completo,Bárbara  Marilia Alejandra Huenteo Canales,Mujer,14 a 18,LO DE LOBO
NNA013,P02,Género,Mujer,Mujer,14 a 18,LO DE LOBO
NNA013,P03,Seleccione su Rango de edad,14 a 18,Mujer,14 a 18,LO DE LOBO
NNA013,P04,¿En qué sector o localidad de Rengo resides actualmente?,LO DE LOBO,Mujer,14 a 18,LO DE LOBO
NNA013,P05,Sector/Barrio/Villa donde vives:  ,El sauce,Mujer,14 a 18,LO DE LOBO
NNA013,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Bicentenario Oriente,Mujer,14 a 18,LO DE LOBO
NNA013,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Fuerte,Mujer,14 a 18,LO DE LOBO
NNA013,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Sí,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Salud y bienestar,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Educación y capacitación,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Seguridad pública y orden,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Infraestructura y conectividad,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Cultura,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),deporte y recreación,Mujer,14 a 18,LO DE LOBO
NNA013,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Medio ambiente y sustentabilidad,Mujer,14 a 18,LO DE LOBO
NNA013,P10,¿Compartes con tus vecinos en actividades recreativas?,Rara vez,Mujer,14 a 18,LO DE LOBO
NNA013,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Prefiero no responder,Mujer,14 a 18,LO DE LOBO
NNA013,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Peleas físicas,Mujer,14 a 18,LO DE LOBO
NNA013,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Profesor/a o inspector/a,Mujer,14 a 18,LO DE LOBO
NNA013,P14,¿Te sientes seguro/a al caminar por tu barrio?,Algo seguro/a,Mujer,14 a 18,LO DE LOBO
NNA013,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Falta de iluminación,Mujer,14 a 18,LO DE LOBO
NNA013,P16,¿Cómo llegas al colegio o liceo?,En auto particular,Mujer,14 a 18,LO DE LOBO
NNA013,P17,¿Te sientes seguro/a en tu barrio?,Algo seguro/a,Mujer,14 a 18,LO DE LOBO
NNA013,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Mujer,14 a 18,LO DE LOBO
NNA013,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Mis amigos/as,Mujer,14 a 18,LO DE LOBO
NNA013,P20,¿Qué problemas o cosas negativas notas donde vives?,Pocas áreas verdes,Mujer,14 a 18,LO DE LOBO
NNA013,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Sucio,Mujer,14 a 18,LO DE LOBO
NNA013,P22,¿Participas en actividades del municipio o tu colegio?,"Sí, frecuentemente",Mujer,14 a 18,LO DE LOBO
NNA013,P23,¿Dónde te gusta pasar tu tiempo libre?,En casa,Mujer,14 a 18,LO DE LOBO
NNA013,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Mujer,14 a 18,LO DE LOBO
NNA013,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,2.0,Mujer,14 a 18,LO DE LOBO
NNA013,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Mujer,14 a 18,LO DE LOBO
NNA013,P27,¿Dónde jugabas cuando eras pequeño/a?,En la escuela,Mujer,14 a 18,LO DE LOBO
NNA013,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con familia,Mujer,14 a 18,LO DE LOBO
NNA013,P29,¿Qué cosas te hacían feliz antes?,Escuela,Mujer,14 a 18,LO DE LOBO
NNA013,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Pocas plazas,Mujer,14 a 18,LO DE LOBO
NNA013,P31,¿Participabas en actividades escolares o municipales?,Sí,Mujer,14 a 18,LO DE LOBO
NNA013,P32,¿Qué lugares de Rengo te gustaban más antes?,Escuela,Mujer,14 a 18,LO DE LOBO
NNA013,P33,¿Qué cambios has notado desde entonces?,Más contaminación,Mujer,14 a 18,LO DE LOBO
NNA013,P34,¿Crees que tu barrio cambió para mejor o peor?,No lo sé,Mujer,14 a 18,LO DE LOBO
NNA013,P35,¿Qué recuerdos bonitos guardas de antes?,Familia,Mujer,14 a 18,LO DE LOBO
NNA013,P36,¿Qué sientes al ver esta imagen?,Seguridad,Mujer,14 a 18,LO DE LOBO
NNA013,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más segura,Mujer,14 a 18,LO DE LOBO
NNA013,P38,¿Qué espacios nuevos te gustaría tener cerca?,Cafeterías o cines,Mujer,14 a 18,LO DE LOBO
NNA013,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Voluntariado,Mujer,14 a 18,LO DE LOBO
NNA013,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Mujer,14 a 18,LO DE LOBO
NNA013,P41,¿Cómo imaginas tu barrio ideal?,Seguro,Mujer,14 a 18,LO DE LOBO
NNA013,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Deportes,Mujer,14 a 18,LO DE LOBO
NNA013,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Mujer,14 a 18,LO DE LOBO
NNA013,P45,¿Te gustaría participar en proyectos comunales?,Sí,Mujer,14 a 18,LO DE LOBO
NNA013,P45,¿Te gustaría participar en proyectos comunales?,en mi colegio,Mujer,14 a 18,LO DE LOBO
NNA013,P46,¿Qué sueño tienes para Rengo en 10 años?,Más justo,Mujer,14 a 18,LO DE LOBO
NNA014,P00,Marca temporal,2025-10-28 17:22:21.264000,Hombre,14 a 18,RENGO URBANO
NNA014,P01,Nombre Completo,Agustin Alonso zuñiga guajardo,Hombre,14 a 18,RENGO URBANO
NNA014,P02,Género,Hombre,Hombre,14 a 18,RENGO URBANO
NNA014,P03,Seleccione su Rango de edad,14 a 18,Hombre,14 a 18,RENGO URBANO
NNA014,P04,¿En qué sector o localidad de Rengo resides actualmente?,RENGO URBANO,Hombre,14 a 18,RENGO URBANO
NNA014,P05,Sector/Barrio/Villa donde vives:  ,El Romeral,Hombre,14 a 18,RENGO URBANO
NNA014,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Luis Urbina Flores,Hombre,14 a 18,RENGO URBANO
NNA014,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Muy fuerte,Hombre,14 a 18,RENGO URBANO
NNA014,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Sí,Hombre,14 a 18,RENGO URBANO
